artist,duration,album,genre,title,year,,
Cocoa Tea,243.17342,One Up,dancehall,Getting Closer,1993,,
Carl Smith,141.47873,Honky Tonk Rockabillies_ Volume 2,honky tonk,Hey Joe,1993,,
Glad,234762,Acapella Hymns,ccm,This is My Father's World/For the Beauty of the Earth,1993,,
Ghorwane,343.40526,Majurugenta,marrabenta,Matarlatanta,1993,,
Butthole Surfers,126.64118,Independent Worm Saloon,noise rock,Tongue,1993,,
Urge Overkill,243.17342,Saturation,hard rock,Crackbabies,1993,,
5th Ward Boyz,245.99465,Ghetto Dope,hip hop,Studio Gangster,1993,,
William Orbit,315.01016,Strange Cargo III,progressive house,The Monkey King,1993,,
Albert Collins,356.25751,Collins Mix,texas blues,Same Old Thing,1993,,
U.K. Subs,116.1922,Normal Service Resumed,oi,Fear of Girls (Live in Croatia_ 1993),1993,,
Martina McBride,198.42567,The Way That I Am,country,Heart Trouble,1993,,
Kaija Koo,182.33424,Lauluja rakkaudesta,humppa,Viimeinen lento,1993,,
Phil Collins,346.5922,Both Sides,soft rock,Please Come Out Tonight,1993,,
Vilma Palma e Vampiros,411.97669,Vilma Palma e Vampiros_ grandes exitos,cumbia,Verano traidor,1993,,
Aerosmith,319.73832,Get A Grip,blues-rock,Crazy,1993,,
Leaders Of The New School,263.88853,T.I.M.E.,hip hop,The End Is Near (LP Version),1993,,
Mance Lipscomb,181.39383,The Best of Mance Lipscomb,texas blues,So Different Blues,1993,,
The Germs,111.49016,M.I.A.: The Complete Germs,rock,Going Down,1993,,
DAVE MATTHEWS BAND,289.09669,Live At Red Rocks 8.15.95,jam band,Tripping Billies,1993,,
Carl Smith,151.24853,Replay: Carl Smith,honky tonk,Hey Joe,1993,,
Los Fabulosos Cadillacs,273.78893,Vasos Vacios,ska,Matador,1993,,
Saigon Kick,368.1171,Live Around The World 1991 - 1996,hard rock,The Way,1993,,
Semisonic,258.92526,20th Century Masters: The Millennium Collection: Best Of Semisonic,post-grunge,If I Run,1993,,
Nick Cave & The Bad Seeds,202.05669,Live Seeds,rock,New Morning (Live),1993,,
Kitaro,81.50159,Heaven & Earth,chill-out,Village Attack/ The Arrest,1993,,
Max Steiner,24.13669,King Kong,soundtrack,Presenting The Eight Wonder Of The World,1993,,
Professor Longhair,127.37261,The Very Best of Professor Longhair,louisiana blues,No Buts - No Maybes,1993,,
Zbigniew Preisner,87.45751,The Secret Garden,classic rock,Leaving The Docks,1993,,
Aerosmith,324.07465,A Little South Of Sanity,blues-rock,Livin' On The Edge,1993,,
Diamanda Galas,191.42485,Vena Cava,no wave,Vena Cava 8,1993,,
Arthur Tracy,165642,Street Singer,vaudeville,So Do I,1993,,
James Ingram,376.68526,Always You,quiet storm,A Baby's Born,1993,,
Malkit Singh,324.51873,Hai Shava,broken beat,Hai Shava,1993,,
5th Ward Boyz,261.11955,Ghetto Dope,hip hop,Ho Shit (Chopped&Screwed),1993,,
Tony Joe White,329.35138,The Path Of A Decent Groove,country rock,The Coloness Of The Chain,1993,,
Janet Jackson,232202,Again,dance pop,Again (Instrumental),1993,,
Slim Whitman,152.42404,Rose Marie,folk-pop,Cattle Call,1993,,
Mariah Carey,652.40771,The Remixes,dance pop,Anytime You Need A Friend,1993,,
William Orbit,270.94159,Strange Cargo III,progressive house,Harry Flowers,1993,,
Wendo Kolosoy,397.76608,The Very Best of Congolese Rumba : The Kinshasa-Abidjan Sessions (le meilleur de la rumba congolais,rumba,Marie Marie,1993,,
Leaders Of The New School,84.74077,T.I.M.E.,hip hop,Zearocks (LP Version),1993,,
Janitor Joe,169.22077,Big Metal Birds,math rock,Boyfriend,1993,,
Zbigniew Preisner,50.99057,The Secret Garden,classic rock,Colin Tries Standing,1993,,
Aerosmith,308.76689,20th Century Masters: The Millennium Collection: The Best Of Aerosmith,blues-rock,Cryin',1993,,
Los Fabulosos Cadillacs,239.67302,Vasos VacAos,ska,Manuel SantillA!n_ El LeA3n (VersiA3n Reggae),1993,,
Apache Indian,273.18812,The Best Of,dancehall,Badd Indian,1993,,
Line Renaud,159.76444,Les AnnA(c)es Chansons,chanson,Cent Mille Guitares,1994,,
2 Minutos,52.32281,Valentin Alsina,skate punk,14 Botellas,1994,,
Junior Reid,199.75791,Visa,roots reggae,No Loafting,1994,,
Shaggy,232.30649,Original Doberman,reggae,Alimony,1994,,
Luis Alberto Spinetta,143.62077,Fuego Gris,rock 'n roll,Oh! Doctor,1994,,
Sick Of It All,223.7122,Scratch The Surface,hardcore punk,Consume (LP Version),1994,,
Flora Purim,242.83383,Encounter,latin jazz,Tomara (I Wish),1994,,
Helen Love,174602,Ahead Of The Race,power pop,Rollercoasting,1994,,
The Tokens,149.34159,The Lion Sleeps Tonight,doo-wop,Ill Always Love You,1994,,
Virgil Moorefield,236.2771,Distractions On The Way To The King's Party,experimental rock,Healing Power,1994,,
Jim Chappell,227.36934,The EarthSea Series Volume I,chamber jazz,In The Hills,1994,,
Gang Starr,218.38322,Hard To Earn,jazz rap,Mostly Tha Voice (Explicit),1994,,
Julien Clerc,266.29179,Olympia 94,chanson,Ma PrA(c)fA(c)rence (Live),1994,,
Cheri Keaggy,262.24281,Child of the Father,ccm,The Cross That Bears His Name,1994,,
Luis Alberto Spinetta,355.29098,Fuego Gris,rock 'n roll,Verde Bosque,1994,,
Gold City,173.66159,FANtastic Christmas,southern gospel,It Came Upon The Midnight Clear,1994,,
The Cardigans,211.35628,Best Of,twee pop,Rise & Shine,1994,,
Sierra Maestra,318.56281,A!Dundunbanza!,charanga,No Me Llores MA!s,1994,,
Lennie Tristano,271.25506,Lennie Tristano / The New Tristano,free jazz,Becoming (LP Version),1994,,
Line Renaud,146.15465,Les AnnA(c)es Chansons,chanson,Gwendolina,1994,,
Basic Channel,793.62567,Phylyps Trak II,techno,Phylyps Trak II/II,1994,,
Madonna,248.55465,Bedtime Stories,dance pop,Bedtime Story (Album Version),1994,,
Ai Ai Ai,253.98812,Neguits_ Angunies I Forats,rumba,Com Una Flama,1994,,
Loudon Wainwright III,128.15628,I'm Alright,modern rock,How Old Are You,1994,,
Juice Leskinen,158.45832,Lauluja rakastamisen vaikeudesta,german pop,Marilyn,1994,,
Sophie B. Hawkins,305162,Whaler,ballad,The Ballad Of Sleeping Beauty,1994,,
The Black Crowes,339.25179,Amorica,blues-rock,Ballad In Urgency,1994,,
Vanessa Daou,167.6273,Zipless (Deluxe),chill-out,Smoke,1994,,
The Exciters,194.53342,Reaching For The Best,all-female,Reaching For The Best,1994,,
2 Minutos,129.48853,Valentin Alsina,skate punk,Como Caramelo De LimA3n,1994,,
Zbigniew Preisner,146.46812,3 Couleurs : Blanc,classic rock,Morning at the hotel,1994,,
Lady Saw,230.53016,Lover Girl,dancehall,Bare As You Dare,1994,,
Usher,283.89832,Usher,hip hop,I'll Show You Love,1994,,
The Tokens,154.06975,Wimoweh!!! - The Best Of The Tokens,doo-wop,La Bamba,1994,,
Sandra Mihanovich,263.18322,Creciendo,los angeles,Cuatro Estrofas,1994,,
Line Renaud,140.30322,Les AnnA(c)es Chansons,chanson,Il Y A Des Anges,1994,,
The Statler Brothers,140.69506,Ultimate Country Christmas,country gospel,White Christmas,1994,,
Inspiral Carpets,232.12363,Devil Hopping,indie rock,Party In The Sky,1994,,
Dinosaur Jr,194.40281,Without A Sound,indie rock,On The Brink,1994,,
NOFX,143.64689,Punk In Drublic,punk,My Heart Is Yearning,1994,,
Jack Off Jill,137.9522,Humid Teenage Mediocrity,dark wave,Yellow Brick Road,1994,,
Joshua Rifkin,282.09587,Scott Joplin Piano Rags,ragtime,Fig Leaf Rag  (LP Version),1994,,
Jude Taylor & His Burning Flames,260.46649,Best of Zydeco,zydeco,The Thrill Is Gone,1994,,
Keb'Mo',176.5873,Keb' Mo',blues,Anybody Seen My Girl,1994,,
Cradle Of Filth,321.35791,Bitter Suites to Succubi,sympho black metal,Summer Dying Fast,1994,,
Montserrat CaballA(c),198.13832,Hijo De La Luna,symphonic rock,The Phantom Of The Opera/Wishing You Were Somehow Here Again,1994,,
Beastie Boys,132.51873,Ill Communication,hip hop,Eugene's Lament,1994,,
Bryan Ferry,274.28526,Mamouna,glam rock,Wildcat Days (1999 Digital Remaster),1994,,
Lara Fabian,273.13587,Carpe Diem,ballad,"RamA""ne Moi",1994,,
Rauni Pekkala,162.14159,20 suosikkia / ToiveiskelmiA$? 3 / Virran viemA$?A$?,finish,Miesten tA$?hden,1994,,
Eddie Cantor,196.88444,The Columbia Years:  1922-1940,easy listening,When My Ship Comes In,1994,,
The Black Crowes,256.20853,Amorica,blues-rock,Nonfiction,1994,,
The Mighty Mighty Bosstones,196.10077,Question The Answers,ska punk,Pictures To Prove It,1994,,
Faron Young,168.72444,Live Fast_ Love Hard_ Die Young (Best of_ Vol. 1),honky tonk,I'll Be Yours,1994,,
Gene Chandler,148.11383,The Duke Of Earl,chicago soul,Festival Of Love,1994,,
Sophie B. Hawkins,265.06404,Whaler,ballad,Did We Not Choose Each Other,1994,,
Sonny Terry,149.41995,Blowing The Blues,harmonica blues,My Baby Likes To Shuffle,1994,,
Pierre Perret,277.21098,Le Monde de Pierrot,chanson,Marcel,1994,,
Pierre Perret,143.46404,Le Monde de Pierrot,chanson,L'idole des femmes,1994,,
GWAR,159.68608,This Toilet Earth,comedy rock,Slap U Around,1994,,
Beastie Boys,245.7073,Ill Communication,hip hop,Get It Together,1994,,
Basic Channel,811.2322,Radiance,techno,Radiance I,1994,,
OutKast,366.39302,Southernplayalisticadillacmuzik,dirty south rap,Call Of Da Wild,1994,,
Andreas Dorau,231.10485,Das Telefon Sagt Du,tech house,Das Telefon sagt Du,1994,,
Stevie Ray Vaughan And Double Trouble,168.30649,In Step,texas blues,The House Is Rockin',1994,,
Little Milton,175.82975,Best of 40's and 50's_ Vol. 16,electric blues,Lookin' for My Baby,1994,,
Alternative TV,237.08689,My Life As A Child Star,experimental rock,Lemons_ For Kevin,1994,,
Helen Love,81.97179,Radio Hits,power pop,So Hot,1994,,
2 Minutos,179.09506,Novedades,skate punk,Vos No Confiaste,1994,,
Wet Wet Wet,246.38649,Picture This,blue-eyed soul,Love Is All Around,1994,,
Dave Weckl,311.01342,Hard-Wired,hard house,Just An Illusion,1994,,
Sunnyland Slim,246.04689,Be Careful How You Vote,piano blues,Midnight Jump,1994,,
Flora Purim,208.03873,Encounter,latin jazz,Above The Rainbow,1994,,
Jimi Hendrix,528.14322,Blues,blues-rock,Voodoo Chile Blues,1994,,
Amorphis,225.41016,Tales From The Thousand Lakes,progressive metal,Into Hiding,1994,,
Nick Cave & The Bad Seeds,382.01424,Let Love In,rock,Loverman,1994,,
Jim Reeves,121.73016,Legends,country gospel,I'd Like To Be,1994,,
SKYCLAD,361.24689,Another Fine Mess,folk rock,The One Piece Puzzle,1994,,
Sister Hazel,303.98649,Sister Hazel,post-grunge,Space Between Us (Album Version),1994,,
Orbital,478.45832,Snivilisation,techno,Forever,1994,,
FU-Schnickens,313.80853,Greatest Hits,comedy rap,Visions (20/20),1994,,
Nine Inch Nails,441.96526,The Downward Spiral - Deluxe Edition,industrial metal,Memorabilia,1994,,
Kathy Troccoli,251.29751,Kathy Troccoli,ccm,Never My Love,1994,,
Helmet,212.16608,Betty,rapcore,Street Crab,1994,,
Mau Mau,233.40363,Made In Italy,progressive house,Balon Combo,1994,,
Bad Religion,247.58812,Stranger Than Fiction,hardcore punk,Infected,1994,,
5th Ward Boyz,120.81587,Gangsta Funk,hip hop,Ghetto Curse Words (Chopped&Screwed),1994,,
Patience Dabany,369162,Patience Dabany,soukous,Abagui Alobi,1994,,
Pascal Obispo,231.00036,Un Jour Comme Aujourd' Hui,europop,Chlore,1994,,
Pierre Perret,90.46159,Le Monde de Pierrot,chanson,Le poulet,1994,,
Jimmie Vaughan,260.72771,Strange Pleasure,blues-rock,Don't Cha Know,1994,,
Sonic Subjunkies,266.34404,Live At The Suicide Club,jungle music,Djungelstadt,1994,,
Lady Saw,180.81914,Lover Girl,dancehall,To Sir With Love,1994,,
4Him,241.97179,Best Ones,ccm,Wings,1994,,
Joshua Rifkin,229.53751,Scott Joplin Piano Rags,ragtime,Paragon Rag  (LP Version),1994,,
Tom Petty,236.17261,Wildflowers,heartland rock,A Higher Place (Album Version),1994,,
Claude FranASSois,197.25016,PODIUM,chanson,Le chanteur malheureux,1994,,
Boyz II Men,329.27302,Legacy,new jack swing,On Bended Knee,1994,,
Bryan Ferry,247.11791,Mamouna,glam rock,Don't Want To Know (1999 Digital Remaster),1994,,
The Token,128.1824,Doo-Wop Forever,doo-wop,Come Dance With Me,1994,,
Zbigniew Preisner,63.63383,3 Couleurs : Blanc,classic rock,The Court,1994,,
R. Carlos Nakai,551.81016,Island of Bows,chamber jazz,Red Wind (World),1994,,
Tom Petty,190.32771,Wildflowers,heartland rock,Wildflowers (Album Version),1994,,
Harry Connick_ Jr.,251.76771,She,jazz,Here Comes The Big Parade,1994,,
Count Ossie,234.9971,Tales Of Mozambique,roots reggae,No Night In Zion - Original,1994,,
Helmet,220.31628,Betty,rapcore,Tic,1994,,
Orbital,933642,Snivilisation,techno,Are We Here ?,1994,,
SNAP!,315.03628,Welcome To Tomorrow,pop rap,The World In My Hands (We Are One),1994,,
Bob Carlisle,331.25832,Collection: B. Carlisle,ccm,Man Of No Reputation,1994,,
Gang Starr,316.02893,Hard To Earn,jazz rap,The Planet (Explicit),1994,,
Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd,172.06812,Singin' With The Big Bands,soft rock,Don't Sit Under The Apple Tree,1994,,
Flora Purim,222.9024,Encounter,latin jazz,Latinas,1994,,
Loretta Lynn,195.3171,Gold,honky tonk,I Can't Feel You Anymore,1994,,
L7,198.76526,Hungry For Stink,grunge,Baggage,1994,,
Line Renaud,157.93587,Les AnnA(c)es Chansons,chanson,Mambo Bacan,1994,,
Miossec,159.60771,"Brest of"" (Tout ASSa pour ASSa)",chanson,Que Devient Ton Poing Quand Tu Tends Les Doigts,1995,,
Sergio Dalma,279.24853,Cuerpo A Cuerpo,ballad,La Marca De Tus Labios,1995,,
MxPx,151.24853,On The Cover,christian rock,You Found Me,1995,,
Francis Dunnery,300.79955,Hometown 2001,singer-songwriter,Too Much Saturn,1995,,
Mongo Santamaria Orchestra,203.25832,Arriba!,latin jazz,Federico,1995,,
K's Choice,252.83873,Paradise In Me,post-grunge,A Sound That Only You Can Hear,1995,,
Pedro Aznar,368.3522,David Y Goliath,chanson,Amor De Juventud,1995,,
Big Maybelle,130.87302,I've Got A Feelin' - Okeh & Savoy Recordings 1952-56,jump blues,Tell Me Who,1995,,
BB King,186.40934,The Road from Itta Bena,blues-rock,She Don't Move Me No More,1995,,
Shakira,366.70649,The Remixes,dance pop,Estoy AquA,1995,,
Lighthouse Family,241.8673,The Very Best Of,blue-eyed soul,Ocean Drive,1995,,
Silverchair,191.9473,Frogstomp,post-grunge,Suicidal Dream,1995,,
Marilyn Scott,245.62893,Take Me With You,vocal jazz,Take Me With You,1995,,
Moonspell,318.9024,Wolfheart (re-issue + Bonus Tracks),sympho black metal,Alma Mater,1995,,
Bobby Darin,163.52608,The Capitol Years,brill building pop,(I Heard That) Lonesome Whistle,1995,,
Shamen,600.37179,Trasmazonia,tech house,Transamazonia (Deep Dish No Doze Mix),1995,,
Coco Montoya,233482,Prime Chops Volume Three,blues-rock,Gotta Mind To Travel,1995,,
Michael Jackson,272.71791,HIStory - PAST_ PRESENT AND FUTURE - Book I,motown,Tabloid Junkie,1995,,
Eddy Raven,204.85179,LIVE IN CONCERT,zydeco,I WANNA HEAR IT FROM YOU,1995,,
Ini Kamoze,248.92036,Massive Reggae,dancehall,Here Comes The Hotstepper,1995,,
4Him,296.98567,Chapter One .. A Decade,ccm,You Are Holy,1995,,
Jerry Lewis,142.73261,Very Best Of,rock steady,It All Depends On You,1995,,
Regina Belle,225.33179,Reachin' Back,vocal jazz,You Are Everything,1995,,
Michael Jackson,249.99138,King Of Pop,motown,HISTORY,1995,,
Terror Fabulous,191.73832,Reggae Gold 1993,dancehall,Position,1995,,
Rodney O & Joe Cooley,346.22649,Greatest Hits,miami bass,Supercuts,1995,,
"Clarence ""Gatemouth"" Brown",333.37424,The Man,texas blues,Someday My Luck Will Change,1995,,
Zumpano,228.46649,Look What The Rookie Did,power pop,Wraparound Shades (Album),1995,,
Bad Brains,163.18649,God Of Love,hardcore punk,God Of Love (Album Version),1995,,
Billy Pilgrim,220.26404,Bloom,folk-pop,Caroline (LP Version),1995,,
Mungo Jerry,193.90649,The Best Of In The Summertime,pop rock,It's A Secret,1995,,
Neil Innes,222.87628,Re-Cycled Vinyl Blues,pop rock,Come Out Into The Open,1995,,
Colin James,280.11057,Bad Habits,blues,Better Days,1995,,
Bon Jovi,432.97914,These Days- Special Edition,rock,This Ain't A Love Song,1995,,
Rodney O_ Joe Cooley,222.24934,The Best of Rodney O and Joe Cooley,miami bass,Let's Have Some Fun,1995,,
Bounty Killer,205.29587,Nah No Mercy - The Warlord Scrolls,dancehall,Cellular Phone,1995,,
Ini Kamoze,242.59873,100 R&B Classics - The Anthems,dancehall,Here Comes The Hotstepper,1995,,
Memphis La Blusera,261642,Cosa de Hombres,chicago blues,La RevoluciA3n,1995,,
Bitty McLean,216.21506,Natural High,lovers rock,Over The River,1995,,
The Brooklyn Tabernacle Choir,257.30567,Praise Him...Live!,gospel,All That You Need,1995,,
Arturo Sandoval,315.48036,Arturo Sandoval & The Latin Train,latin jazz,Waheera,1995,,
The Smashing Pumpkins,184.39791,Rarities & B-Sides,alternative rock,Rotten Apples,1995,,
Jerry Lewis,136.93342,Very Best Of,rock steady,Shine On Your Shoes,1995,,
Out Of The Grey,225.95873,Gravity,ccm,Dreaming Of April,1995,,
Miossec,162.32444,Boire,chanson,Regarde Un Peu La France,1995,,
Mobb Deep,50.15465,The Infamous,gangster rap,(The Grave Prelude),1995,,
Swans Of Avon,196.54485,When Heaven Falls,dark wave,When Heaven Falls,1995,,
The Crystal Method,341.08036,Keep Hope Alive EP,big beat,Keep Hope Alive,1995,,
Tresenlesen,513.61914,GA1/4nther,comedy,RA1/4lpsen Sie Eine Hauptstadt,1995,,
Maurane,263.67955,Differente,chanson,Juste Une Petite Fille,1995,,
Steve Riley & The Mamou Playboys,182.22975,La Toussaint,folk rock,Between Eunice & Opelousas,1995,,
Liam O'Flynn,234.10893,Celtic Twilight 6,irish folk,Romeo's Exile,1995,,
GWAR,261.79873,Ragnarock,comedy rock,Surf of Syn,1995,,
Marc Lavoine,190.6673,C'Est Ca Lavoine,chanson,Si Tu Veux Le Savoir,1995,,
Fuel,159.42485,Monuments To Excess,post-grunge,The Name Is...,1995,,
Fruko Y Sus Tesos,223.60771,Greatest Salsa Classics Of Colombia - Vol. 1,salsa,Tania,1995,,
Maurane,172.17261,Differente,chanson,Manies Manigances,1995,,
The Gone Jackals,220.49914,Bone To Pick,blues-rock,Drop The Hammer,1995,,
Sunscreem,232.4371,Looking At You: The Club Anthems,progressive house,Exodus,1995,,
Mongo Santamaria,366.70649,Mongo Returns!,latin jazz,Hush,1995,,
Judas Iscariot,393.89995,The Cold Earth Slept Below,black metal,Babylon,1995,,
Screamin' Jay Hawkins,150.56934,Screamin' Jay Hawkins,rock 'n roll,Talk About Me,1995,,
Blind Boy Fuller,167.99302,Blind Boy Fuller Vol. 6 1940,country blues,Precious Lord,1995,,
Ol' Dirty Bastard,181.62893,Return To The 36 Chambers: The Dirty Version,hip hop,Hippa To Da Hoppa [Explicit Version],1995,,
Basic Channel,62.92853,BCD,techno,Q1.1 Edit,1995,,
Silverchair,312.13669,Frogstomp,post-grunge,Cicada,1995,,
Frank Stokes,190.92853,Creator Of The Memphis Blues,country blues,Nehi Mamma Blues,1995,,
Daft Punk,329.53424,Homework,techno,Da Funk,1995,,
Otis Spann,318.22322,The Complete Blue Horizon Sessions,piano blues,Someday Baby,1995,,
J.B. Lenoir,114.62485,Passionate Blues,chicago blues,I Feel So Good,1995,,
Loudon Wainwright III,190.48444,Grown Man,modern rock,Human Cannonball,1995,,
Masta Ace Incorporated,295.1571,Sittin' On Chrome,bass music,Ain't No Game,1995,,
Grandpa Jones,158.71955,Country Music Hall Of Fame Series: Grandpa Jones,bluegrass,Falling Leaves,1995,,
Enrique Iglesias,263.81016,Enrique Iglesias,dance pop,Si Juras Regresar,1995,,
Justo Almario,243.43465,Count Me In,latin jazz,In Your Dreams,1995,,
Abraham Laboriel,423.26159,Guidum,jazz,Guidum,1995,,
Brenda Lee,151.03955,Classic Brenda Lee - The Universal Masters Collection,ballad,Everybody Loves Me But You,1995,,
A.Z.,203.10159,Doe Or Die,gangster rap,We Can't Win (Explicit),1995,,
MxPx,215.24853,On The Cover,christian rock,Drum Machine Joy,1995,,
Elakelaiset,67.3171,Humppakonsertto,parody,Laakista humppa,1995,,
The Bucketheads,365.71383,All In The Mind,vocal house,Sayin' Dope,1995,,
Virgil Moorefield,155.8722,Unsettled Scores,experimental rock,Get Moose and Squirrel,1995,,
Memphis Minnie,166.66077,Memphis Minnie Vol. 5 (1940-1941),country blues,Nothing In Rambling,1995,,
Grandpa Jones,139.78077,The Unforgettable Grandpa Jones,bluegrass,Don't Look Back,1995,,
Cracker,263.8624,Clueless / Original Motion Picture Soundtrack,roots rock,Shake Some Action,1995,,
Kris Kristofferson,183.06567,Original Album Classics,western swing,Killer Barracuda,1995,,
Bad Religion,141.19138,All Ages,hardcore punk,Flat Earth Society (Album Version),1995,,
Sonic Subjunkies,327.73179,Harder Than The Rest,jungle music,Turntable Terrorist,1995,,
